Name,Price,Link
مسرح الطفل في المغ,540.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb266854-250904&search=books
سبات وطن,,https://www.neelwafurat.com/itempage.aspx?id=lbb284314-269882&search=books
الانزياح في النص ا,525.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb268113-252363&search=books
علم المسرحية وفن ك,315.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb94299-54560&search=books
قراءات في المسرح,240.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb319327-309845&search=books
عودة الروح,100.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb6180-5006192&search=books
يا ابن آدم,146.25 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb12321-11680&search=books
جابر عثرات الكرام ,210.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=aeb427889-10428147&search=books
المسرح الرومانى,126.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb244915-5260030&search=books
النسوية والمسرح,54.50 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb266777-5283879&search=books
ثيستيس,21.50 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb226651-5241274&search=books
عودة غائب,247.50 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=aeb426265-10426498&search=books
ميلودراما,330.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb316184-306395&search=books
مسرح الأطفال 21 مس,189.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb298974-286560&search=books
مكاور ... يقظة سال,225.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb296955-284274&search=books
عالمية الفن وعالمه,80.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb223743-5290070&search=books
التلاميذ ككتاب مسر,294.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb298225-285754&search=books
نظريات التحليل الن,367.50 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb271481-256161&search=books
المسرح,175.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb172452-5184782&search=books
الهلاك ؛ محاكمة مس,150.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb280935-264938&search=books
أزمة الخطاب المسرح,378.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb273404-258178&search=books
المسرح والجسد,51.50 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb218348-5232700&search=books
المفتش العام,294.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb241016-221092&search=books
آفاق نظرية وتطبيقي,450.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb264383-248347&search=books
رؤى حديثة في النقد,420.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb264029-247842&search=books
علامات الأداء التم,168.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb262312-245707&search=books
المقاربات الجمالية,312.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb262327-245735&search=books
حياتي في الفن,294.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb262027-245379&search=books
حياتي في الفن,294.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb262027-336698&search=books
تاريخ المسرح في ال,450.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb260099-243211&search=books
المسرح الشعري (II),252.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb259697-242796&search=books
المسرح والعولمة,40.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb215844-5229620&search=books
المسرح وحقوق الإنس,31.50 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb215843-5229618&search=books
المسرح والسياسة,37.50 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb215842-5229614&search=books
كليوباترا ؛ مأساة ,126.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb257926-240849&search=books
كليوباترا ؛ مأساة ,126.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb257926-275801&search=books
اللذة والكدر ؛ مقا,180.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb257616-240535&search=books
متاهات السقوط في ا,160.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb215635-5229413&search=books
السياسة والمسرح,262.50 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb260208-243351&search=books
"مسرح الطفل "" نصوص ",6.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb235856-5250775&search=books
دراسات وشجون في ال,60.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb161977-5173462&search=books
المسرح اليهودي,200.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb96183-5095983&search=books
الإدارة المسرحية,150.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb96182-5095982&search=books
نساء بلا ملامح,30.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb155591-5268113&search=books
الإخراج المسرحي,130.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb96181-5095981&search=books
الإضاءة المسرحية,130.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb96180-5095980&search=books
المكان,130.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb96179-5095979&search=books
جماليات التجديد في,900.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb289945-276529&search=books
يومكم سعيد يا أطفا,90.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb386894-384084&search=books
سكيزوفرينيا,300.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb314002-304089&search=books
بريخت رجل المسرح,69.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb266799-5283901&search=books
ذاكرة جسد وجسد الذ,135.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb376744-373410&search=books
المسرح والتعليم,54.50 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=egb266779-5283881&search=books
رجل أسمه الحلاج,90.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb338089-330358&search=books
طقوس الاشارات والت,126.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb8981-8816&search=books
وجوه الخير,85.50 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb337501-329765&search=books
قدام الربح,85.50 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb337500-329764&search=books
موت وحياة المسرح,375.00 جنيه ,https://www.neelwafurat.com/itempage.aspx?id=lbb338782-331053&search=books
